,,,,,,,,
,,X010120160,清和軒 夢之力直麵 #20160,20260331,20260331            ,121,12,製麵部加工倉
,,X110118130,清和軒 台粉直麵 #18130,20260331,20260331            ,769,12,製麵部加工倉
,,X110120160,清和軒 台粉直麵 #20160,20260331,20260331            ,236,12,製麵部加工倉
,,J9999047,伊豆產水山葵醬,20260401,20260401            ,2,13,台中倉庫
,,J9999047,伊豆產水山葵醬,20260401,20260401            ,21,13,台北倉庫
,,J9999047,伊豆產水山葵醬,20260401,20260401            ,5,13,苗栗倉庫
,,X040120130,清和軒 白蓮直麵 #20130,20260401,20260401            ,258,13,製麵部加工倉
,,X120505120,清和軒 杜蘭義大利麵Linguine #05120,20260401,20260401            ,200,13,製麵部加工倉
,,X120915100,清和軒 杜蘭生麵帶 #1.5mm,20260401,20260401            ,280,13,製麵部加工倉
,,J0303004,九鬼星印純胡麻醬SP(白)1K,20260402,20260402            ,10,14,苗栗倉庫
,,A0101085,日清麵無双高筋粉(小麥粉),20260403,20260403            ,12,15,客訂品-台北倉
,,A0101085,日清麵無双高筋粉(小麥粉),20260403,20260403            ,4.642,15,製麵部加工倉
,,H0105003,榛果粉1KG,20260403,20260403            ,1,15,苗栗倉庫
,,A0101005,日清山茶花(特)強力粉25K,20260404,20260404            ,2,16,苗栗倉庫
,,I0507004,FOODHOOD法國蒙太古奶油芋泥餡1KG,20260405,20260405            ,19,17,台中倉庫
,,I0507004,FOODHOOD法國蒙太古奶油芋泥餡1KG,20260405,20260405            ,44,17,台北倉庫
,,I0507004,FOODHOOD法國蒙太古奶油芋泥餡1KG,20260405,20260405            ,28,17,苗栗倉庫
,,F0101033,L'Opera康瑟朵32%(鈕扣)經典白巧克力5K,20260406,20260406            ,25,18,台北倉庫
,,F0101033,L'Opera康瑟朵32%(鈕扣)經典白巧克力5K,20260406,20260406            ,5,18,苗栗倉庫
,,J0499051,美登利壽司專用燉煮醬汁,20260406,20260406            ,3,18,客訂品-台中倉
,,J0499051,美登利壽司專用燉煮醬汁,20260406,20260406            ,5,18,客訂品-台北倉
,,J0499050,美登利壽司專用醬油,20260407,20260407            ,607,19,客訂品-台中倉
,,J0499050,美登利壽司專用醬油,20260407,20260407            ,499,19,客訂品-台北倉
,,F0101046,L'Opera帕宣那朵62%(鈕扣)經典巧克力5K,20260408,20260408            ,5,20,台中倉庫
,,F0101046,L'Opera帕宣那朵62%(鈕扣)經典巧克力5K,20260408,20260408            ,20,20,台北倉庫
,,H0305006,九鬼黑胡麻沖泡粉150G,20260408,20260408            ,5,20,苗栗倉庫
,,A0102025,昭和北海道100麵粉25K,20260410,20260410            ,9,22,客訂品-台中倉
,,A0102025,昭和北海道100麵粉25K,20260410,20260410            ,5,22,客訂品-台北倉
,,A0102025,昭和北海道100麵粉25K,20260410,20260410            ,2,22,客訂品-苗栗倉
,,A0306005,日穀製粉蕎麥粉(金壽-雪)20K,20260410,20260410            ,1,22,客訂品-台北倉
,,Z0010013,和發紫蘿蔔粉心麵粉22K(製麵專用),20260410,20260108            ,0.142,22,製麵部加工倉
,,A0107009,統一特級高筋粉22K,20260411,20260411            ,3,23,台北倉庫
,,B0401007,中澤奶霜K+ 1L,20260411,20260411            ,320,23,台中倉庫
,,B0401007,中澤奶霜K+ 1L,20260411,20260411            ,720,23,台北倉庫
,,B0401007,中澤奶霜K+ 1L,20260411,20260411            ,78,23,苗栗倉庫
,,D9999024,還原水飴(澱粉糖醇糖漿)Eswee 57,20260411,20260411            ,0,23,委外加工倉
,,A0111012,布瑟T65傳統紅標1KG,20260412,20260412            ,2,24,苗栗倉庫
,,A0306003,日穀製粉蕎麥粉(花粉)10K,20260412,20260412            ,1,24,客訂品-台北倉
,,B0204001,BUKO丹麥奶油乳酪1.8KG,20260412,20260412            ,4,24,台中倉庫
,,B0299004,藏王Cream Cheese乾酪2K,20260414,20260414            ,6,26,台中倉庫
,,B0299004,藏王Cream Cheese乾酪2K,20260414,20260414            ,16,26,台北倉庫
,,B0299004,藏王Cream Cheese乾酪2K,20260414,20260414            ,10,26,苗栗倉庫
,,Z0010011,和發紫駱駝粉心特級麵條專用麵粉22K(製麵專用),20260414,20260312            ,0.215,26,製麵部加工倉
,,L0103005,白玫瑰牌新鮮酵母,20260415,20260415            ,3,27,台北倉庫
,,Z0010013,和發紫蘿蔔粉心麵粉22K(製麵專用),20260415,20260415            ,0.341,27,製麵部加工倉
,,I0503002,秉豐台灣麵包紅豆餡3KG,20260416,20260416            ,4,28,台中倉庫
,,I0503002,秉豐台灣麵包紅豆餡3KG,20260416,20260416            ,3,28,苗栗倉庫
,,B0401002,中澤奶霜 5KG,20260417,20260417            ,199,29,大榮松山
,,B0401002,中澤奶霜 5KG,20260417,20260417            ,288,29,好好立和-台北倉
,,B0401002,中澤奶霜 5KG,20260417,20260417            ,58,29,客訂品-台中倉
,,B0401002,中澤奶霜 5KG,20260417,20260417            ,83,29,客訂品-台北倉
,,B0401002,中澤奶霜 5KG,20260417,20260417            ,26,29,客訂品-苗栗倉
,,B0401003,中澤奶霜 10KG,20260417,20260417            ,405,29,大榮松山
,,B0401003,中澤奶霜 10KG,20260417,20260417            ,426,29,好好立和-台北倉
,,B0401003,中澤奶霜 10KG,20260417,20260417            ,24,29,客訂品-台中倉
,,B0401003,中澤奶霜 10KG,20260417,20260417            ,10,29,客訂品-台北倉
,,B0401003,中澤奶霜 10KG,20260417,20260417            ,20,29,客訂品-苗栗倉
,,B0904001,北海道煉乳1KG,20260417,20260417            ,50,29,台中倉庫
,,B0904001,北海道煉乳1KG,20260417,20260417            ,36,29,台中_調撥在途
,,B0904001,北海道煉乳1KG,20260417,20260417            ,267,29,台北倉庫
,,B0904001,北海道煉乳1KG,20260417,20260417            ,192,29,好好立和-台北倉
,,B0904001,北海道煉乳1KG,20260417,20260417            ,89,29,苗栗倉庫
,,D0199021,薩南製糖 釜焚 島砂糖20KG,20260417,20260417            ,14,29,台北倉庫
,,A0101087,日清野趣小麥粉,20260418,20260418            ,25,30,客訂品-台中倉
,,A0102015,昭和白蓮日本麵用粉25K,20260418,20260418            ,-1.28369537222284E-15,30,製麵部加工倉
,,A0102035,昭和翔中華麵用粉25K,20260418,20260418            ,0.56,30,製麵部加工倉
,,I0503009,秉豐台灣麵包地瓜餡3.6KG,20260418,20260418            ,5,30,客訂品-台中倉
,,F0101030,L'Opera美索38%(鈕扣)經典牛奶巧克力5K,20260419,20260419            ,10,31,台中倉庫
,,I0503006,秉豐台灣麵包芋頭餡3KG,20260419,20260419            ,3,31,台中倉庫
,,I0503006,秉豐台灣麵包芋頭餡3KG,20260419,20260419            ,21,31,苗栗倉庫
,,I0599045,朱鞠紅豆粒餡 5KG,20260419,20260419            ,15,31,客訂品-台北倉
,,I0299042,FOODHOOD愛文芒果乾-切丁,20260420,20260420            ,2,32,台中倉庫
,,I0299042,FOODHOOD愛文芒果乾-切丁,20260420,20260420            ,1,32,台北倉庫
,,J0399003,丸米職人用白味噌20K,20260420,20260420            ,3,32,客訂品-台北倉
,,M0501205,冷凍A5 近江牛 Short Plate 外腹肉-胸腹肉,20260420,20260420            ,5.5,32,客訂品-台北倉
,,M0501206,冷凍A5 近江牛 Short Rib 中腹肉-胸腹肉,20260420,20260420            ,5.3,32,客訂品-台北倉
,,M0501219,冷凍A5 近江牛 Chuck Roll 翼板,20260420,20260420            ,1.3,32,客訂品-台北倉
,,M0501221,冷凍A5 近江牛 Chuck Roll 捲心,20260420,20260420            ,4.5,32,客訂品-台北倉
,,A0102027,昭和加拿大小麥高筋粉25K,20260421,20260421            ,1,33,台中倉庫
,,A0102027,昭和加拿大小麥高筋粉25K,20260421,20260421            ,10,33,台北倉庫
,,L0103005,白玫瑰牌新鮮酵母,20260421,20260421            ,397,33,苗栗倉庫
,,A0105006,大陽製粉DNS全粒粉10KG,20260423,20260423            ,0.449,35,製麵部加工倉
,,Z0010011,和發紫駱駝粉心特級麵條專用麵粉22K(製麵專用),20260423,20260423            ,4.949,35,製麵部加工倉
,,J0201008,Kenko充滿果實柑橘沙拉醬1L,20260424,20260424            ,37,36,台中倉庫
,,J0201008,Kenko充滿果實柑橘沙拉醬1L,20260424,20260424            ,224,36,台北倉庫
,,J0201008,Kenko充滿果實柑橘沙拉醬1L,20260424,20260424            ,12,36,苗栗倉庫
,,A0101005,日清山茶花(特)強力粉25K,20260425,20260425            ,5,37,苗栗倉庫
,,A0101033,日清MK專用粉25K,20260425,20260425            ,2,37,苗栗倉庫
,,A0101041,日清海洋強力粉25K,20260425,20260425            ,20,37,客訂品-台中倉
,,I0299041,FOODHOOD愛文芒果乾-片,20260425,20260425            ,2,37,台中倉庫
,,I0299041,FOODHOOD愛文芒果乾-片,20260425,20260425            ,3,37,台北倉庫
,,I0299041,FOODHOOD愛文芒果乾-片,20260425,20260425            ,5,37,苗栗倉庫
,,I0503006,秉豐台灣麵包芋頭餡3KG,20260425,20260425            ,26,37,台北倉庫
,,I0507002,FOODHOOD雞蛋沙拉,20260426,20260426            ,30,38,客訂品-台中倉
,,I0507004,FOODHOOD法國蒙太古奶油芋泥餡1KG,20260426,20260426            ,283,38,台北倉庫
,,B0401002,中澤奶霜 5KG,20260427,20260427            ,770,39,好好立和-台北倉
,,B0401003,中澤奶霜 10KG,20260427,20260427            ,371,39,好好立和-台北倉
,,B0401007,中澤奶霜K+ 1L,20260427,20260427            ,960,39,大榮松山
,,B0401007,中澤奶霜K+ 1L,20260427,20260427            ,720,39,台中倉庫
,,B0401007,中澤奶霜K+ 1L,20260427,20260427            ,6600,39,好好立和-台北倉
,,B0401007,中澤奶霜K+ 1L,20260427,20260427            ,479,39,苗栗倉庫
,,F0101038,L'Opera阿特帕茲73%(鈕扣)產地巧克力5K,20260427,20260427            ,25,39,台北倉庫
,,I0404025,SICOLY佛手柑果汁(無加糖)1KG(原:香檸檬&改果汁，原品項為果泥),20260427,20260427            ,8,39,台中倉庫
,,I0404025,SICOLY佛手柑果汁(無加糖)1KG(原:香檸檬&改果汁，原品項為果泥),20260427,20260427            ,25,39,台北倉庫
,,I0404025,SICOLY佛手柑果汁(無加糖)1KG(原:香檸檬&改果汁，原品項為果泥),20260427,20260427            ,2,39,苗栗倉庫
,,A0107017,統一油條專用粉(高筋3號)22K,20260428,20260428            ,1,40,苗栗倉庫
,,A0108001,洽發松鶴高筋22K,20260428,20260428            ,1,40,台北倉庫
,,I0507012,FOODHOOD法國蒙太古奶油紅豆粒餡(餅用)1KG,20260428,20260428            ,31,40,台北倉庫
,,J0499051,美登利壽司專用燉煮醬汁,20260428,20260428            ,30,40,好好立和-台北倉
,,F0101005,L'Opera節奏56%(鈕扣)經典巧克力5K,20260429,20260429            ,5,41,台中倉庫
,,F0101005,L'Opera節奏56%(鈕扣)經典巧克力5K,20260429,20260429            ,35,41,台北倉庫
,,F0101005,L'Opera節奏56%(鈕扣)經典巧克力5K,20260429,20260429            ,5,41,苗栗倉庫
,,F0101039,L'Opera維巴托70%(鈕扣)產地巧克力5K,20260429,20260429            ,45,41,台北倉庫
,,K0201191,208葡式蛋塔皮,20260429,20260429            ,5,41,台中鎖貨倉
,,A0107011,統一勁強超級麵包粉22KG,20260430,20260430            ,62,42,苗栗倉庫
,,B0301083,FOODHOOD極選單色乳酪絲,20260430,20260430            ,42,42,台中倉庫
,,B0301083,FOODHOOD極選單色乳酪絲,20260430,20260430            ,182,42,台北倉庫
,,B0301083,FOODHOOD極選單色乳酪絲,20260430,20260430            ,12,42,苗栗倉庫
,,D0199019,薩南製糖 釜焚 島砂糖300G,20260430,20260430            ,7,42,台中倉庫
,,D0199019,薩南製糖 釜焚 島砂糖300G,20260430,20260430            ,10,42,苗栗倉庫
,,I0503002,秉豐台灣麵包紅豆餡3KG,20260430,20260430            ,54,42,台北倉庫
,,J0299016,SSK S-LINE凱薩沙拉醬,20260430,20260430            ,96,42,台北倉庫
,,J0299016,SSK S-LINE凱薩沙拉醬,20260430,20260430            ,8,42,苗栗倉庫
,,J0499030,東丸白醬汁1.8L,20260430,20260430            ,50,42,台北倉庫
,,A0102015,昭和白蓮日本麵用粉25K,20260501,20260501            ,0.0670000000000002,43,製麵部加工倉
,,I0504003,盛記蜜漬紅豆3KG,20260501,20260501            ,2,43,苗栗倉庫
,,M0501004,A5 近江牛 Chuck Tender 黃瓜條,20260501,20260501            ,1.7,43,客訂品-台北倉
,,M0501005,A5 近江牛 Short Plate 外腹肉-胸腹肉,20260501,20260501            ,18.6,43,客訂品-台北倉
,,M0501008,A5 近江牛 Knuckle 和尚頭,20260501,20260501            ,2.8,43,客訂品-台北倉
,,M0501011,A5 近江牛 Top Sirloin Butt 牛臀心,20260501,20260501            ,4.6,43,客訂品-台北倉
,,M0501013,A5 近江牛 Strip Loin 紐約客,20260501,20260501            ,2.2,43,客訂品-台北倉
,,M0501071,A5 近江牛 Chuck Roll 翼板,20260501,20260501            ,4.6,43,客訂品-台北倉
,,M0501073,A5 近江牛 Chuck Roll 捲心,20260501,20260501            ,6.9,43,客訂品-台北倉
,,M0501074,A5 近江牛 Short Plate 外腹肉-扇子肉,20260501,20260501            ,2.22044604925031E-16,43,客訂品-台北倉
,,M0501075,A5 近江牛 Short Plate 外腹肉-內裙,20260501,20260501            ,1.9,43,客訂品-台北倉
,,M0501077,A5 近江牛 Short Rib 中腹肉-貝身,20260501,20260501            ,5.5,43,客訂品-台北倉
,,M0501184,A5 近江牛 Shoulder Clod 前腿肩三角(栗子肉),20260501,20260501            ,4.4,43,客訂品-台北倉
,,M0501505,A5近江牛整頭BMS 11/12,20260501,20260501            ,462.2,43,客訂品-台北倉
,,A0108032,洽發松鶴彩虹高筋麵粉22K,20260502,20260502            ,5,44,台北倉庫
,,A0108001,洽發松鶴高筋22K,20260503,20260503            ,3,45,台北倉庫
,,A0108001,洽發松鶴高筋22K,20260503,20260503            ,70,45,苗栗倉庫
,,K0201014,桂冠沙拉,20260503,20260503            ,14,45,台北倉庫
,,K0201014,桂冠沙拉,20260503,20260503            ,8,45,苗栗倉庫
,,Z0010013,和發紫蘿蔔粉心麵粉22K(製麵專用),20260503,20260503            ,1,45,製麵部加工倉
,,A0107001,統一高筋1號22KG,20260504,20260504            ,12,46,台北倉庫
,,A0107009,統一特級高筋粉22K,20260504,20260504            ,1,46,台中倉庫
,,A0107009,統一特級高筋粉22K,20260504,20260504            ,12,46,苗栗倉庫
,,A0108036,洽發紅鷹強力高筋,20260504,20260504            ,61,46,台中倉庫
,,A0101066,日清天使薄力粉25K,20260505,20260505            ,1,47,客訂品-台中倉
,,A0102019,昭和天皇星甜麵包專用25K,20260505,20260505            ,7,47,台中倉庫
,,A0102019,昭和天皇星甜麵包專用25K,20260505,20260505            ,18,47,台北倉庫
,,I0599002,銘珍高雄9號特級紅豆粒餡,20260506,20260506            ,34,48,苗栗倉庫
,,B0401003,中澤奶霜 10KG,20260507,20260507            ,748,49,大榮松山
,,A0102007,昭和埃及艷后蛋糕粉25K,20260508,20260508            ,26,50,台北倉庫
,,K0101022,丸米生鹽麴輸出用(小包裝),20260508,20260508            ,7,50,客訂品-台中倉
,,K0101022,丸米生鹽麴輸出用(小包裝),20260508,20260508            ,91,50,客訂品-台北倉
,,A0108018,洽發松鶴麵粉(低筋)22KG,20260509,20260509            ,2,51,台中倉庫
,,A0108018,洽發松鶴麵粉(低筋)22KG,20260509,20260509            ,3,51,台北倉庫
,,I0599046,多穀米餡,20260509,20260509            ,18,51,客訂品-台中倉
,,A0108024,洽發超Q特高師父(中筋)22K,20260510,20260510            ,1,52,客訂品-台中倉
,,A0111013,布瑟T65法國小麥粉1KG,20260510,20260510            ,23,52,台中倉庫
,,A0111013,布瑟T65法國小麥粉1KG,20260510,20260510            ,34,52,台北倉庫
,,A0111013,布瑟T65法國小麥粉1KG,20260510,20260510            ,13,52,苗栗倉庫
,,A0111023,布瑟T65法國小麥粉25KG,20260510,20260510            ,22,52,台中倉庫
,,A0111023,布瑟T65法國小麥粉25KG,20260510,20260510            ,24,52,台北倉庫
,,A0111023,布瑟T65法國小麥粉25KG,20260510,20260510            ,6,52,苗栗倉庫
,,A0111023,布瑟T65法國小麥粉25KG,20260510,20260510            ,1,52,貼標暫存
,,A0111023,布瑟T65法國小麥粉25KG,20260510,20260510            ,190,52,騏通低溫倉
,,G0603005,早和果樹園有田柑橘汁180ml,20260510,20260510            ,5,52,苗栗倉庫
,,J0399003,丸米職人用白味噌20K,20260510,20260510            ,5,52,客訂品-台北倉
,,A0101035,日清杜蘭小麥麵粉25K,20260511,20260511            ,0.848,53,委外加工倉
,,J0399049,HOUSE好侍基礎咖哩醬3KG,20260511,20260511            ,9,53,客訂品-台北倉
,,J0399049,HOUSE好侍基礎咖哩醬3KG,20260511,20260511            ,8,53,客訂品-苗栗倉
,,B0299004,藏王Cream Cheese乾酪2K,20260512,20260512            ,60,54,台北倉庫
,,K0101222,液態鹽麴10L,20260512,20260512            ,2,54,台中倉庫
,,A0101087,日清野趣小麥粉,20260513,20260513            ,21,55,客訂品-台中倉
,,A0107019,統一蛋糕專用粉22KG,20260513,20260513            ,1,55,台中倉庫
,,A0107019,統一蛋糕專用粉22KG,20260513,20260513            ,13,55,苗栗倉庫
,,A0202002,昭和銀牌天婦羅粉10K,20260513,20260513            ,1,55,好好立和-台北倉
,,A0202002,昭和銀牌天婦羅粉10K,20260513,20260513            ,3,55,客訂品-台北倉
,,A0101041,日清海洋強力粉25K,20260514,20260514            ,6,56,客訂品-台中倉
,,A0101085,日清麵無双高筋粉(小麥粉),20260514,20260514            ,10,56,客訂品-台北倉
,,A0102025,昭和北海道100麵粉25K,20260514,20260514            ,25,56,客訂品-台中倉
,,A0102025,昭和北海道100麵粉25K,20260514,20260514            ,1,56,客訂品-台北倉
,,A0102025,昭和北海道100麵粉25K,20260514,20260514            ,4,56,客訂品-苗栗倉
,,A0107001,統一高筋1號22KG,20260514,20260514            ,29,56,苗栗倉庫
,,I0502001,田中製餡北海道南瓜餡1KG,20260515,20260515            ,2,57,客訂品-苗栗倉
,,A0102009,昭和霓虹土司專用粉25K,20260517,20260517            ,3,59,台中倉庫
,,A0102009,昭和霓虹土司專用粉25K,20260517,20260517            ,113,59,台北倉庫
,,A0102009,昭和霓虹土司專用粉25K,20260517,20260517            ,59,59,苗栗倉庫
,,A0111011,布瑟T55法國小麥粉1KG,20260517,20260517            ,3,59,台中倉庫
,,A0102001,昭和CDC法國麵包專用粉25K,20260518,20260518            ,1,60,台北倉庫
,,A0102001,昭和CDC法國麵包專用粉25K,20260518,20260518            ,130,60,苗栗倉庫
,,A0102027,昭和加拿大小麥高筋粉25K,20260518,20260518            ,45,60,好好立和-台北倉
,,A0102027,昭和加拿大小麥高筋粉25K,20260518,20260518            ,4,60,苗栗倉庫
,,K0101188,創味鹽味拉麵高湯,20260519,20260519            ,38,61,台北倉庫
,,A0101084,日清春韻強力粉（原KZ-2）,20260520,20260520            ,1,62,製麵部加工倉
,,Z0010011,和發紫駱駝粉心特級麵條專用麵粉22K(製麵專用),20260520,20260520            ,4,62,製麵部加工倉
,,A0101011,日清SK特高筋粉25K,20260521,20260521            ,0.352,63,委外加工倉
,,A0102001,昭和CDC法國麵包專用粉25K,20260521,20260521            ,73,63,台中倉庫
,,A0102001,昭和CDC法國麵包專用粉25K,20260521,20260521            ,51,63,台北倉庫
,,J0399064,創味担担麵醬汁1KG,20260521,20260521            ,2,63,台北倉庫
,,A0102005,昭和高級蛋糕粉25K,20260522,20260522            ,7,64,台中倉庫
,,A0102005,昭和高級蛋糕粉25K,20260522,20260522            ,65,64,台北倉庫
,,A0102015,昭和白蓮日本麵用粉25K,20260522,20260522            ,27,64,台中倉庫
,,A0102015,昭和白蓮日本麵用粉25K,20260522,20260522            ,30,64,台北倉庫
,,A0102015,昭和白蓮日本麵用粉25K,20260522,20260522            ,240,64,好好立和-台北倉
,,A0102015,昭和白蓮日本麵用粉25K,20260522,20260522            ,33,64,苗栗倉庫
,,A0102015,昭和白蓮日本麵用粉25K,20260522,20260522            ,7.15,64,製麵部加工倉
,,I0507002,FOODHOOD雞蛋沙拉,20260522,20260522            ,100,64,客訂品-台中倉
,,I0507002,FOODHOOD雞蛋沙拉,20260522,20260522            ,984,64,客訂品-台北倉
,,A0107005,統一中筋1號22KG,20260523,20260523            ,1,65,苗栗倉庫
,,B0403001,總統牌動物性鮮奶油35.1%1L,20260523,20260523            ,5,65,台中倉庫
,,A0108001,洽發松鶴高筋22K,20260524,20260524            ,100,66,苗栗倉庫
,,A0108007,洽發松鶴紅粉心22K,20260524,20260524            ,2,66,台北倉庫
,,A0108032,洽發松鶴彩虹高筋麵粉22K,20260524,20260524            ,16,66,苗栗倉庫
,,A0107003,統一中筋2號22KG,20260525,20260525            ,6,67,苗栗倉庫
,,A0107009,統一特級高筋粉22K,20260525,20260525            ,10,67,苗栗倉庫
,,B0301084,FOODHOOD 莫扎瑞拉乳酪片,20260525,20260525            ,2,67,台中倉庫
,,B0301084,FOODHOOD 莫扎瑞拉乳酪片,20260525,20260525            ,61,67,台北倉庫
,,B0301084,FOODHOOD 莫扎瑞拉乳酪片,20260525,20260525            ,9,67,苗栗倉庫
,,H0199004,台灣花生粉1KG,20260525,20260525            ,16,67,苗栗倉庫
,,I0599037,養生紫米1KG,20260525,20260525            ,18,67,台北倉庫
,,K0201014,桂冠沙拉,20260525,20260525            ,47,67,台中倉庫
,,A0102001,昭和CDC法國麵包專用粉25K,20260526,20260526            ,83,68,台中倉庫
,,A0102001,昭和CDC法國麵包專用粉25K,20260526,20260526            ,80,68,台中_調撥在途
,,A0102001,昭和CDC法國麵包專用粉25K,20260526,20260526            ,195,68,台北倉庫
,,A0102001,昭和CDC法國麵包專用粉25K,20260526,20260526            ,300,68,苗栗倉庫
,,B0204001,BUKO丹麥奶油乳酪1.8KG,20260526,20260526            ,19,68,台北倉庫
,,B0204001,BUKO丹麥奶油乳酪1.8KG,20260526,20260526            ,13,68,苗栗倉庫
,,A0101005,日清山茶花(特)強力粉25K,20260527,20260527            ,5,69,台中倉庫
,,A0101005,日清山茶花(特)強力粉25K,20260527,20260527            ,31,69,台北倉庫
,,A0101082,日清阿爾法Z美味+小麥粉,20260527,20260527            ,2,69,客訂品-苗栗倉
,,A0103001,木田製粉北海道夢之力25K,20260527,20260527            ,4.964,69,製麵部加工倉
,,A0107019,統一蛋糕專用粉22KG,20260527,20260527            ,6,69,苗栗倉庫
,,H0399003,日清食用小麥熟胚芽HI-GY A 5K,20260527,20260527            ,5,69,客訂品-苗栗倉
,,J0299005,康寶美玉白汁3.5K,20260527,20260527            ,2,69,台北倉庫
,,A0102011,昭和特級霓虹25K,20260528,20260528            ,4,70,客訂品-台北倉
,,A0105003,大陽製粉博肯石臼裸麥全粒粉10KG,20260528,20260528            ,18,70,苗栗鎖貨倉
,,A0101033,日清MK專用粉25K,20260529,20260529            ,16,71,台北倉庫
,,A0101037,日清特NO.1 25K,20260529,20260529            ,1,71,客訂品-台中倉
,,A0101037,日清特NO.1 25K,20260529,20260529            ,2,71,客訂品-台北倉
,,A0102005,昭和高級蛋糕粉25K,20260529,20260529            ,80,71,台中倉庫
,,A0102005,昭和高級蛋糕粉25K,20260529,20260529            ,18,71,苗栗倉庫
,,A0102013,昭和月桂冠蛋糕粉25K,20260529,20260529            ,5,71,台中倉庫
,,A0102013,昭和月桂冠蛋糕粉25K,20260529,20260529            ,44,71,台北倉庫
,,A0102013,昭和月桂冠蛋糕粉25K,20260529,20260529            ,60,71,好好立和-台北倉
,,A0102013,昭和月桂冠蛋糕粉25K,20260529,20260529            ,46,71,苗栗倉庫
